state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Georgia,13291,Union County,14477,3309,17880,11168.0,0.809675615212528,0.18506711409395973,0.6246085011185682
Georgia,13293,Upson County,9528,4098,13662,5430.0,0.6974088713219148,0.29995608256477824,0.3974527887571365
Georgia,13295,Walker County,25462,6436,32086,19026.0,0.7935548214174406,0.20058592532568723,0.5929688960917534
Georgia,13297,Walton County,42407,15605,58376,26802.0,0.7264457996436892,0.2673187611347129,0.45912703850897624
Georgia,13299,Ware County,10279,4068,14392,6211.0,0.7142162312395776,0.28265703168426903,0.4315591995553085
Georgia,13301,Warren County,1232,1354,2592,-122.0,0.47530864197530864,0.5223765432098766,-0.047067901234567944
Georgia,13303,Washington County,4824,4643,9493,181.0,0.5081639102496577,0.48909722953755397,0.019066680712103712
Georgia,13305,Wayne County,10811,2708,13561,8103.0,0.797212594941376,0.19969028832681956,0.5975223066145564
Georgia,13307,Webster County,790,544,1336,246.0,0.5913173652694611,0.40718562874251496,0.18413173652694614
Georgia,13309,Wheeler County,1648,622,2276,1026.0,0.7240773286467487,0.273286467486819,0.45079086115992967
Georgia,13311,White County,14136,2609,16825,11527.0,0.8401783060921248,0.15506686478454682,0.6851114413075781
Georgia,13313,Whitfield County,28655,10953,39828,17702.0,0.7194687154765491,0.2750075323892739,0.4444611830872752
Georgia,13315,Wilcox County,2493,847,3347,1646.0,0.7448461308634599,0.2530624439796833,0.49178368688377655
Georgia,13317,Wilkes County,2971,2112,5098,859.0,0.5827775598273833,0.4142801098469988,0.16849744998038452
Georgia,13319,Wilkinson County,2888,2012,4908,876.0,0.5884270578647107,0.4099429502852486,0.17848410757946215
Georgia,13321,Worth County,6991,2300,9309,4691.0,0.750993662047481,0.2470727253195832,0.5039209367278978
Hawaii,15001,Hawaii County,28748,52163,82823,-23415.0,0.3471016505077092,0.6298129746567982,-0.282711324149089
Hawaii,15003,Honolulu County,130489,204301,340921,-73812.0,0.3827543624476052,0.5992619991141642,-0.21650763666655903
Hawaii,15007,Kauai County,11803,17675,30064,-5872.0,0.3925957956359766,0.587912453432677,-0.19531665779670038
Hawaii,15009,Maui County,22621,38905,62893,-16284.0,0.35967436757667787,0.6185903041673955,-0.2589159365907176
Idaho,16001,Ada County,143759,116116,267340,27643.0,0.5377384603875215,0.4343382958030972,0.1034001645844243
Idaho,16003,Adams County,2037,577,2679,1460.0,0.7603583426651735,0.21537887271369915,0.5449794699514744
Idaho,16005,Bannock County,24329,14306,39971,10023.0,0.6086662830552151,0.3579094843761727,0.2507567986790424
Idaho,16007,Bear Lake County,2908,346,3325,2562.0,0.8745864661654136,0.10406015037593985,0.7705263157894737
Idaho,16009,Benewah County,4094,935,5144,3159.0,0.7958786936236392,0.1817651632970451,0.6141135303265941
Idaho,16011,Bingham County,16188,3878,20643,12310.0,0.7841883447173376,0.18786029162427942,0.5963280530930581
Idaho,16013,Blaine County,4281,8424,13087,-4143.0,0.32711851455643004,0.6436922136471307,-0.31657369909070066
Idaho,16015,Boise County,3727,1065,4910,2662.0,0.7590631364562118,0.21690427698574338,0.5421588594704685
Idaho,16017,Bonner County,21352,7650,29698,13702.0,0.7189709744763957,0.2575931039127214,0.4613778705636743
Idaho,16019,Bonneville County,40053,14458,56419,25595.0,0.7099204168808381,0.25626118860667507,0.453659228274163
Idaho,16021,Boundary County,5794,1145,7110,4649.0,0.8149085794655415,0.16104078762306612,0.6538677918424753
Idaho,16023,Butte County,1268,185,1494,1083.0,0.8487282463186078,0.12382864792503347,0.7248995983935743
Idaho,16025,Camas County,547,153,728,394.0,0.7513736263736264,0.21016483516483517,0.5412087912087912
Idaho,16027,Canyon County,72755,25669,101001,47086.0,0.7203394025801725,0.25414599855446973,0.46619340402570275
Idaho,16029,Caribou County,2906,445,3456,2461.0,0.8408564814814815,0.12876157407407407,0.7120949074074074
Idaho,16031,Cassia County,7959,1359,9557,6600.0,0.832792717379931,0.14219943496913257,0.6905932824107984
Idaho,16033,Clark County,280,50,333,230.0,0.8408408408408409,0.15015015015015015,0.6906906906906907
Idaho,16035,Clearwater County,3550,774,4418,2776.0,0.8035310095065641,0.1751923947487551,0.6283386147578089
Idaho,16037,Custer County,1998,586,2650,1412.0,0.7539622641509434,0.2211320754716981,0.5328301886792453
Idaho,16039,Elmore County,7791,2611,10672,5180.0,0.7300412293853074,0.24465892053973012,0.4853823088455772
Idaho,16041,Franklin County,6279,703,7184,5576.0,0.8740256124721604,0.09785634743875278,0.7761692650334076
Idaho,16043,Fremont County,5645,954,6803,4691.0,0.8297809789798618,0.1402322504777304,0.6895487285021313
Idaho,16045,Gem County,8707,1699,10620,7008.0,0.8198681732580038,0.15998116760828626,0.6598870056497175
Idaho,16047,Gooding County,4676,1100,5918,3576.0,0.7901318012842177,0.18587360594795538,0.6042581953362622
Idaho,16049,Idaho County,8148,1460,9858,6688.0,0.8265368228849665,0.14810306350172447,0.6784337593832421
Idaho,16051,Jefferson County,13481,1891,15819,11590.0,0.852203046968835,0.11953979391870535,0.7326632530501296
Idaho,16053,Jerome County,6012,1742,7945,4270.0,0.756702328508496,0.21925739458779106,0.5374449339207049
Idaho,16055,Kootenai County,72059,22113,96340,49946.0,0.7479655387170439,0.2295308283163795,0.5184347104006644
Idaho,16057,Latah County,10669,9039,20440,1630.0,0.5219667318982387,0.44222113502935423,0.0797455968688845
Idaho,16059,Lemhi County,3716,1038,4873,2678.0,0.7625692591832547,0.21301046583213626,0.5495587933511185
Idaho,16061,Lewis County,1503,305,1843,1198.0,0.8155181768855128,0.16549104720564298,0.6500271296798698
Idaho,16063,Lincoln County,1466,392,1917,1074.0,0.764736567553469,0.20448617631716223,0.5602503912363067
Idaho,16065,Madison County,13925,2767,17358,11158.0,0.8022237584975228,0.1594077658716442,0.6428159926258786
Idaho,16067,Minidoka County,6401,1373,7947,5028.0,0.8054611803196174,0.17276959859066315,0.6326915817289542
Idaho,16069,Nez Perce County,13707,5928,20132,7779.0,0.6808563481025234,0.2944565865289092,0.38639976157361416
Idaho,16071,Oneida County,2119,253,2457,1866.0,0.8624338624338624,0.10297110297110297,0.7594627594627594
Idaho,16073,Owyhee County,4101,756,4950,3345.0,0.8284848484848485,0.15272727272727274,0.6757575757575758
Idaho,16075,Payette County,9458,2064,11760,7394.0,0.8042517006802721,0.17551020408163265,0.6287414965986394
Idaho,16077,Power County,2146,785,3019,1361.0,0.7108314011262007,0.2600198741305068,0.4508115269956939
Idaho,16079,Shoshone County,4500,1472,6130,3028.0,0.734094616639478,0.2401305057096248,0.49396411092985315
Idaho,16081,Teton County,3005,3463,6698,-458.0,0.4486413854882054,0.5170200059719319,-0.06837862048372645
Idaho,16083,Twin Falls County,27304,9064,37373,18240.0,0.730580900650202,0.2425280282556926,0.48805287239450934
Idaho,16085,Valley County,4214,2869,7240,1345.0,0.5820441988950277,0.3962707182320442,0.1857734806629835
Idaho,16087,Washington County,4429,1010,5553,3419.0,0.7975868899693859,0.18188366648658383,0.615703223482802
Illinois,17001,Adams County,23161,8111,31744,15050.0,0.7296181955645161,0.2555128528225806,0.4741053427419355
Illinois,17003,Alexander County,1341,904,2271,437.0,0.5904887714663144,0.3980625275209159,0.19242624394539848
Illinois,17005,Bond County,5692,2117,7981,3575.0,0.7131938353589776,0.2652549805788748,0.4479388547801028
Illinois,17007,Boone County,13673,10159,24216,3514.0,0.5646266930954741,0.41951602246448627,0.14511067063098781
Illinois,17009,Brown County,1938,467,2455,1471.0,0.7894093686354379,0.19022403258655804,0.5991853360488798
Illinois,17011,Bureau County,9784,5900,15992,3884.0,0.6118059029514757,0.3689344672336168,0.24287143571785896
Illinois,17013,Calhoun County,2059,560,2680,1499.0,0.7682835820895523,0.208955223880597,0.5593283582089552
Illinois,17015,Carroll County,5082,2600,7836,2482.0,0.6485451761102603,0.3318019397651863,0.316743236345074
Illinois,17017,Cass County,3712,1438,5241,2274.0,0.7082617821026521,0.27437511925205116,0.43388666285060096
Illinois,17019,Champaign County,32965,54314,88627,-21349.0,0.3719521139156239,0.6128380741760412,-0.2408859602604173
Illinois,17021,Christian County,11278,4026,15534,7252.0,0.7260203424745719,0.25917342603321747,0.46684691644135445
Illinois,17023,Clark County,6130,1927,8203,4203.0,0.7472875777154699,0.23491405583323174,0.5123735218822382
Illinois,17025,Clay County,5610,1054,6766,4556.0,0.8291457286432161,0.15577889447236182,0.6733668341708543
Illinois,17027,Clinton County,14407,4447,19215,9960.0,0.7497788186312776,0.23143377569607076,0.5183450429352068
Illinois,17029,Coles County,13606,7495,21469,6111.0,0.6337509897992454,0.3491080162094182,0.28464297358982715
Illinois,17031,Cook County,583852,1447821,2056800,-863969.0,0.2838642551536367,0.703919194865811,-0.4200549397121743
Illinois,17033,Crawford County,6727,2048,8927,4679.0,0.75355662596617,0.2294163772824017,0.5241402486837683
Illinois,17035,Cumberland County,4627,1059,5768,3568.0,0.8021844660194175,0.1835991678224688,0.6185852981969487
Illinois,17037,DeKalb County,22716,23648,47186,-932.0,0.4814139787225024,0.5011655999660917,-0.019751621243589257
Illinois,17039,De Witt County,5529,2058,7736,3471.0,0.7147104446742503,0.266028955532575,0.44868148914167527
Illinois,17041,Douglas County,6076,2198,8404,3878.0,0.7229890528319848,0.2615421227986673,0.4614469300333175
Illinois,17043,DuPage County,191243,251164,449660,-59921.0,0.4253057865943157,0.5585642485433439,-0.13325846194902813
Illinois,17045,Edgar County,5955,1816,7906,4139.0,0.753225398431571,0.22969896281305338,0.5235264356185176
Illinois,17047,Edwards County,2794,457,3288,2337.0,0.8497566909975669,0.1389902676399027,0.7107664233576643
Illinois,17049,Effingham County,15124,3617,19062,11507.0,0.7934109747140908,0.18974923932431015,0.6036617353897806
Illinois,17051,Fayette County,7847,1632,9601,6215.0,0.8173106968024164,0.1699822935110926,0.6473284032913238
Illinois,17053,Ford County,4778,1643,6547,3135.0,0.7297999083549718,0.2509546357110127,0.4788452726439591
Illinois,17055,Franklin County,13200,4257,17685,8943.0,0.7463952502120441,0.2407124681933842,0.5056827820186599
Illinois,17057,Fulton County,9827,5980,16137,3847.0,0.6089731672553759,0.3705769349941129,0.23839623226126294
Illinois,17059,Gallatin County,1923,561,2529,1362.0,0.7603795966785291,0.22182680901542112,0.538552787663108
Illinois,17061,Greene County,4719,1220,6054,3499.0,0.7794846382556987,0.2015196564255038,0.5779649818301948
Illinois,17063,Grundy County,16997,9143,26539,7854.0,0.6404536719544821,0.3445118504841931,0.295941821470289
Illinois,17065,Hamilton County,3385,739,4181,2646.0,0.8096149246591724,0.1767519732121502,0.6328629514470222
Illinois,17067,Hancock County,6708,2183,9058,4525.0,0.7405608302053434,0.24100242879222786,0.49955840141311547
Illinois,17069,Hardin County,1546,357,1925,1189.0,0.8031168831168831,0.18545454545454546,0.6176623376623377
Illinois,17071,Henderson County,2369,1026,3462,1343.0,0.6842865395725014,0.29636048526863085,0.38792605430387056
Illinois,17073,Henry County,15359,9226,25062,6133.0,0.612840156412098,0.3681270449285771,0.24471311148352087
Illinois,17075,Iroquois County,10376,2747,13307,7629.0,0.7797399864732847,0.20643270459156834,0.5733072818817163
Illinois,17077,Jackson County,10614,11394,22331,-780.0,0.47530338990640814,0.5102324123415879,-0.03492902243517976
Illinois,17079,Jasper County,4449,912,5421,3537.0,0.8206972883231876,0.16823464305478694,0.6524626452684006
Illinois,17081,Jefferson County,12189,4240,16639,7949.0,0.7325560430314322,0.25482300619027587,0.4777330368411563
Illinois,17083,Jersey County,8684,2816,11691,5868.0,0.7427936019160037,0.24086904456419467,0.5019245573518091
Illinois,17085,Jo Daviess County,7136,5051,12385,2085.0,0.5761808639483246,0.4078320549051272,0.16834880904319738
Illinois,17087,Johnson County,4798,1241,6103,3557.0,0.7861707357037523,0.20334261838440112,0.5828281173193511
Illinois,17089,Kane County,99260,120077,222364,-20817.0,0.4463852062384199,0.5400019787375654,-0.09361677249914552
Illinois,17091,Kankakee County,28285,18399,47515,9886.0,0.5952856992528676,0.3872250868146901,0.20806061243817747
Illinois,17093,Kendall County,31970,32977,65970,-1007.0,0.48461421858420495,0.4998787327573139,-0.015264514173108978
Illinois,17095,Knox County,11917,9838,22175,2079.0,0.5374069898534386,0.44365276211950394,0.09375422773393466
Illinois,17097,Lake County,120402,184642,309323,-64240.0,0.3892436061980519,0.5969229575556942,-0.20767935135764237
Illinois,17099,LaSalle County,30717,21029,52432,9688.0,0.5858445224290509,0.40107186451022275,0.1847726579188282
Illinois,17101,Lawrence County,4715,1283,6103,3432.0,0.7725708667868262,0.21022447976405045,0.5623463870227757
Illinois,17103,Lee County,9680,6105,16091,3575.0,0.6015785221552421,0.37940463613199926,0.22217388602324284
Illinois,17105,Livingston County,11970,4311,16538,7659.0,0.7237876405853186,0.2606723908574193,0.46311524972789936
Illinois,17107,Logan County,8757,3543,12555,5214.0,0.6974910394265234,0.2821983273596177,0.41529271206690566
Illinois,17109,McDonough County,6987,4736,11940,2251.0,0.5851758793969849,0.3966499162479062,0.1885259631490787
Illinois,17111,McHenry County,83933,75370,161699,8563.0,0.5190693819998887,0.4661129629744154,0.05295641902547332
Illinois,17113,McLean County,40290,44495,86168,-4205.0,0.4675749698263857,0.5163749883947637,-0.04880001856837801
Illinois,17115,Macon County,26562,18009,45224,8553.0,0.5873430037148417,0.3982177604811604,0.1891252432336813
Illinois,17117,Macoupin County,16065,6892,23403,9173.0,0.6864504550698628,0.2944921591248985,0.3919582959449643
Illinois,17119,Madison County,73925,56341,132599,17584.0,0.5575079751732668,0.42489762366232026,0.13261035151094652
Illinois,17121,Marion County,12409,4116,16756,8293.0,0.7405705418954405,0.24564335163523515,0.4949271902602053
Illinois,17123,Marshall County,4119,1913,6127,2206.0,0.6722702790925412,0.3122245797290681,0.36004569936347314
Illinois,17125,Mason County,4464,1773,6371,2691.0,0.700674933291477,0.2782922618113326,0.4223826714801444
Illinois,17127,Massac County,4939,1683,6676,3256.0,0.7398142600359496,0.2520970641102457,0.48771719592570395
Illinois,17129,Menard County,4499,1834,6423,2665.0,0.7004515024132025,0.28553635372878716,0.41491514868441537
Illinois,17131,Mercer County,5215,2950,8345,2265.0,0.6249251048532055,0.35350509286998205,0.27142001198322346
Illinois,17133,Monroe County,14055,6473,20889,7582.0,0.672842165733161,0.3098760112978122,0.3629661544353488
Illinois,17135,Montgomery County,9378,3573,13187,5805.0,0.7111549253052248,0.2709486615606279,0.4402062637445969
Illinois,17137,Morgan County,9607,4848,14649,4759.0,0.6558126834596218,0.33094409174687694,0.3248685917127449
Illinois,17139,Moultrie County,4816,1615,6523,3201.0,0.7383105932852981,0.2475854668097501,0.490725126475548
Illinois,17141,Ogle County,16450,8883,25749,7567.0,0.6388597615441376,0.34498427123383435,0.29387549031030324
Illinois,17143,Peoria County,36896,40564,78731,-3668.0,0.4686337020995542,0.5152227204023828,-0.04658901830282863
Illinois,17145,Perry County,6949,2146,9241,4803.0,0.7519748944919381,0.23222594957255707,0.5197489449193811
Illinois,17147,Piatt County,6104,3204,9496,2900.0,0.6427969671440606,0.33740522325189554,0.3053917438921651
Illinois,17149,Pike County,6086,1302,7506,4784.0,0.8108180122568612,0.17346123101518784,0.6373567812416734
Illinois,17151,Pope County,1698,416,2132,1282.0,0.7964352720450282,0.1951219512195122,0.6013133208255159
Illinois,17153,Pulaski County,1583,769,2377,814.0,0.6659655027345394,0.3235170382835507,0.34244846445098864
Illinois,17155,Putnam County,2014,1254,3331,760.0,0.6046232362653857,0.376463524467127,0.22815971179825872
Illinois,17157,Randolph County,10624,3461,14332,7163.0,0.7412782584426458,0.24148758024002231,0.4997906782026235
Illinois,17159,Richland County,5889,1747,7743,4142.0,0.7605579232855483,0.22562314348443754,0.5349347798011107
Illinois,17161,Rock Island County,28061,34126,63267,-6065.0,0.44353296347226834,0.5393965258349535,-0.09586356236268512
Illinois,17163,St. Clair County,54021,63433,119655,-9412.0,0.45147298483139026,0.5301324641678158,-0.07865947933642553
Illinois,17165,Saline County,7830,2634,10602,5196.0,0.7385398981324278,0.2484436898698359,0.4900962082625919
Illinois,17167,Sangamon County,50979,46074,98845,4905.0,0.515746876422682,0.4661237290707674,0.04962314735191464
Illinois,17169,Schuyler County,2720,961,3756,1759.0,0.724174653887114,0.2558572949946752,0.4683173588924388
Illinois,17171,Scott County,2071,488,2587,1583.0,0.8005411673753382,0.18863548511789718,0.611905682257441
Illinois,17173,Shelby County,9267,2240,11664,7027.0,0.7944958847736625,0.19204389574759945,0.6024519890260631
Illinois,17175,Stark County,1983,725,2761,1258.0,0.7182180369431366,0.2625860195581311,0.45563201738500547
Illinois,17177,Stephenson County,12347,8278,20965,4069.0,0.5889339375149057,0.39484855711900785,0.1940853803958979
Illinois,17179,Tazewell County,42451,24325,67966,18126.0,0.6245917076185151,0.35789953800429625,0.2666921696142189
Illinois,17181,Union County,5837,2285,8224,3552.0,0.7097519455252919,0.2778453307392996,0.43190661478599224
Illinois,17183,Vermilion County,19777,9254,29509,10523.0,0.6702023111593073,0.31359924090955305,0.35660307024975424
Illinois,17185,Wabash County,4095,1200,5377,2895.0,0.7615770875953134,0.22317277292170354,0.5384043146736098
Illinois,17187,Warren County,4579,2711,7432,1868.0,0.6161194833153929,0.3647739504843918,0.2513455328310011
Illinois,17189,Washington County,5892,1564,7561,4328.0,0.7792620023806375,0.20685094564211085,0.5724110567385267
Illinois,17191,Wayne County,7019,1155,8267,5864.0,0.849038345228015,0.1397121083827265,0.7093262368452885
Illinois,17193,White County,5586,1390,7064,4196.0,0.7907701019252548,0.19677236693091732,0.5939977349943375
Illinois,17195,Whiteside County,14898,11012,26429,3886.0,0.5636989670437776,0.41666351356464487,0.14703545347913277
Illinois,17197,Will County,157672,162874,324971,-5202.0,0.4851879090749636,0.5011954912899921,-0.01600758221502846
Illinois,17199,Williamson County,22686,9890,32998,12796.0,0.6874962118916298,0.2997151342505606,0.38778107764106917
Illinois,17201,Winnebago County,59257,59942,121048,-685.0,0.489533077787324,0.4951919899543983,-0.005658912167074259
Illinois,17203,Woodford County,14837,5958,21113,8879.0,0.7027423862075498,0.2821958035333681,0.4205465826741817
Indiana,18001,Adams County,10528,3179,13959,7349.0,0.7542087542087542,0.22773837667454688,0.5264703775342073
Indiana,18003,Allen County,90283,69960,162979,20323.0,0.5539548039931524,0.4292577571343547,0.12469704685879773
Indiana,18005,Bartholomew County,22220,12525,35464,9695.0,0.6265508684863523,0.35317505075569594,0.2733758177306564
Indiana,18007,Benton County,2873,1010,3954,1863.0,0.7266059686393526,0.25543753161355587,0.4711684370257967
Indiana,18009,Blackford County,3811,1227,5135,2584.0,0.7421616358325219,0.23894839337877313,0.5032132424537488
Indiana,18011,Boone County,22840,16426,40062,6414.0,0.5701163197044581,0.4100144775597823,0.16010184214467577
Indiana,18013,Brown County,5647,2832,8627,2815.0,0.6545728526718442,0.3282717051118581,0.32630114755998607
Indiana,18015,Carroll County,6902,2120,9177,4782.0,0.7520976353928299,0.2310123133921761,0.5210853220006538
Indiana,18017,Cass County,10285,3722,14207,6563.0,0.7239389033574998,0.26198352924614626,0.4619553741113535
Indiana,18019,Clark County,34734,22810,58570,11924.0,0.5930339764384497,0.3894485231347106,0.20358545330373906
Indiana,18021,Clay County,9354,2495,12050,6859.0,0.7762655601659751,0.2070539419087137,0.5692116182572614
Indiana,18023,Clinton County,9108,3135,12443,5973.0,0.7319778188539742,0.25194888692437517,0.480028931929599
Indiana,18025,Crawford County,3668,1235,5011,2433.0,0.7319896228297745,0.24645779285571742,0.4855318299740571
Indiana,18027,Daviess County,9322,1963,11445,7359.0,0.8145041502839668,0.17151594582787244,0.6429882044560944
Indiana,18029,Dearborn County,20844,5335,26588,15509.0,0.7839626899353092,0.20065443057018204,0.5833082593651271
Indiana,18031,Decatur County,9491,2406,12111,7085.0,0.7836677400710098,0.19866237304929402,0.5850053670217158
Indiana,18033,DeKalb County,14377,5064,19785,9313.0,0.7266616123325752,0.25595147839272175,0.47071013393985345
Indiana,18035,Delaware County,26067,18848,45736,7219.0,0.5699449011719433,0.4121042504810215,0.1578406506909218
Indiana,18037,Dubois County,14983,5944,21406,9039.0,0.6999439409511352,0.2776791553769971,0.4222647855741381
Indiana,18039,Elkhart County,45652,23082,69694,22570.0,0.655034866703016,0.3311906333400293,0.32384423336298673
Indiana,18041,Fayette County,7625,2084,9838,5541.0,0.7750559056718845,0.2118316731042895,0.563224232567595
Indiana,18043,Floyd County,23408,17025,41144,6383.0,0.568928640871087,0.41379058915030137,0.1551380517207856
Indiana,18045,Fountain County,6311,1526,7981,4785.0,0.7907530384663576,0.1912041097606816,0.599548928705676
Indiana,18047,Franklin County,9810,2061,12032,7749.0,0.8153257978723404,0.1712932180851064,0.6440325797872339
Indiana,18049,Fulton County,6633,2097,8851,4536.0,0.7494068466839905,0.23692238165179075,0.5124844650321998
Indiana,18051,Gibson County,11896,3722,15897,8174.0,0.7483172925709254,0.23413222620620242,0.5141850663647229
Indiana,18053,Grant County,17580,7083,25133,10497.0,0.699478772928023,0.28182071380257034,0.4176580591254526
Indiana,18055,Greene County,11132,3270,14633,7862.0,0.7607462584569125,0.22346750495455478,0.5372787535023577
Indiana,18057,Hamilton County,102318,90394,196441,11924.0,0.5208586802144155,0.4601585208790426,0.06070015933537293
Indiana,18059,Hancock County,29288,14312,44431,14976.0,0.6591794017690351,0.322117440525759,0.3370619612432761
Indiana,18061,Harrison County,14830,5233,20440,9597.0,0.7255381604696673,0.2560176125244618,0.46952054794520554
Indiana,18063,Hendricks County,49783,31917,83116,17866.0,0.5989580826796285,0.384005486308292,0.21495259637133646
Indiana,18065,Henry County,15033,5208,20592,9825.0,0.7300407925407926,0.2529137529137529,0.4771270396270397
Indiana,18067,Howard County,25871,12197,38778,13674.0,0.6671566352055289,0.31453401413172416,0.35262262107380477
Indiana,18069,Huntington County,12990,4416,17720,8574.0,0.7330699774266366,0.2492099322799097,0.48386004514672687
Indiana,18071,Jackson County,14323,4015,18653,10308.0,0.7678657588591647,0.21524687717793384,0.552618881681231
Indiana,18073,Jasper County,12082,3489,15821,8593.0,0.7636685418115163,0.2205296757474243,0.543138866064092
Indiana,18075,Jay County,6217,1747,8102,4470.0,0.76734139718588,0.21562577141446557,0.5517156257714144
Indiana,18077,Jefferson County,9614,4442,14325,5172.0,0.6711343804537522,0.310087260034904,0.3610471204188482
Indiana,18079,Jennings County,9273,2328,11809,6945.0,0.7852485392497248,0.19713777627233467,0.5881107629773902
Indiana,18081,Johnson County,51588,24880,77794,26708.0,0.6631359744967478,0.3198190091780857,0.34331696531866207
Indiana,18083,Knox County,11236,3625,15105,7611.0,0.743859649122807,0.2399867593512082,0.5038728897715988
Indiana,18085,Kosciusko County,26213,7995,34855,18218.0,0.7520585281882083,0.22937885525749535,0.5226796729307129
Indiana,18087,LaGrange County,8073,2162,10408,5911.0,0.7756533435818601,0.20772482705611067,0.5679285165257495
Indiana,18089,Lake County,97270,109086,209407,-11816.0,0.46450214176221427,0.520928144713405,-0.05642600295119071
Indiana,18091,LaPorte County,26726,20007,47529,6719.0,0.5623093269372383,0.4209430032190873,0.14136632371815105
Indiana,18093,Lawrence County,15830,5010,21209,10820.0,0.7463812532415484,0.23622047244094488,0.5101607808006035
Indiana,18095,Madison County,34837,19824,55716,15013.0,0.6252602484026133,0.35580443678656043,0.26945581161605286
Indiana,18097,Marion County,124327,221719,351910,-97392.0,0.3532920348952857,0.630044613679634,-0.27675257878434834
Indiana,18099,Marshall County,13837,5356,19540,8481.0,0.7081371545547595,0.27410440122824975,0.4340327533265097
Indiana,18101,Martin County,3961,933,4987,3028.0,0.7942650892320032,0.187086424704231,0.6071786645277722
Indiana,18103,Miami County,10670,3046,13977,7624.0,0.7633970093725406,0.2179294555340917,0.5454675538384489
Indiana,18105,Monroe County,21004,37213,59099,-16209.0,0.35540364473172137,0.6296722448772399,-0.27426860014551857
Indiana,18107,Montgomery County,12122,4134,16572,7988.0,0.7314747767318368,0.2494569152787835,0.4820178614530533
Indiana,18109,Morgan County,26965,7765,35340,19200.0,0.7630164119977363,0.21972269383135257,0.5432937181663837
Indiana,18111,Newton County,5131,1370,6601,3761.0,0.777306468716861,0.2075443114679594,0.5697621572489017
Indiana,18113,Noble County,14209,4462,18962,9747.0,0.7493407868368316,0.23531273072460712,0.5140280561122245
Indiana,18115,Ohio County,2381,666,3091,1715.0,0.7703008735037205,0.21546425105143965,0.5548366224522808
Indiana,18117,Orange County,6467,1988,8590,4479.0,0.7528521536670547,0.23143189755529686,0.5214202561117578
Indiana,18119,Owen County,7360,2354,9875,5006.0,0.7453164556962025,0.23837974683544305,0.5069367088607595
Indiana,18121,Parke County,5158,1371,6653,3787.0,0.7752893431534646,0.2060724485194649,0.5692168946339997
Indiana,18123,Perry County,5549,2970,8666,2579.0,0.6403184860373875,0.34271867066697437,0.29759981537041313
Indiana,18125,Pike County,4610,1314,6009,3296.0,0.7671825594940922,0.21867199201198204,0.5485105674821101
Indiana,18127,Porter County,46109,37213,84877,8896.0,0.5432449309000082,0.43843444042555696,0.10481049047445129
Indiana,18129,Posey County,9206,3572,12972,5634.0,0.7096823928461301,0.2753623188405797,0.4343200740055504
Indiana,18131,Pulaski County,4372,1280,5761,3092.0,0.7588960249956604,0.22218364867210555,0.5367123763235548
Indiana,18133,Putnam County,12566,3871,16731,8695.0,0.7510609049070588,0.23136692367461598,0.5196939812324428
Indiana,18135,Randolph County,8008,2349,10547,5659.0,0.7592680383047312,0.22271736038683987,0.5365506779178913
Indiana,18137,Ripley County,11526,2682,14384,8844.0,0.8013070077864294,0.1864571746384872,0.6148498331479422
Indiana,18139,Rush County,5812,1675,7655,4137.0,0.7592423252775964,0.21881123448726322,0.5404310907903331
Indiana,18141,St. Joseph County,53585,55215,110419,-1630.0,0.485287858067905,0.5000498102681604,-0.014761952200255446
Indiana,18143,Scott County,7633,2389,10187,5244.0,0.7492883086286444,0.2345145774025719,0.5147737312260725
Indiana,18145,Shelby County,14438,4955,19754,9483.0,0.7308899463399817,0.25083527386858356,0.48005467247139816
Indiana,18147,Spencer County,7364,2853,10426,4511.0,0.7063111452138884,0.273642816036831,0.4326683291770574
Indiana,18149,Starke County,7889,2436,10478,5453.0,0.7529108608513075,0.23248711586180568,0.5204237449895018
Indiana,18151,Steuben County,11487,4598,16354,6889.0,0.7023969671028495,0.2811544576250459,0.4212425094778036
Indiana,18153,Sullivan County,6639,2006,8792,4633.0,0.7551182893539582,0.22816196542311193,0.5269563239308462
Indiana,18155,Switzerland County,3319,873,4257,2446.0,0.779657035470989,0.20507399577167018,0.5745830396993188
Indiana,18157,Tippecanoe County,32783,32683,66761,100.0,0.4910501640179146,0.48955228351882085,0.0014978804990937733
Indiana,18159,Tipton County,5946,1893,7976,4053.0,0.7454864593781344,0.2373370110330993,0.5081494483450351
Indiana,18161,Union County,2698,746,3493,1952.0,0.7724019467506441,0.2135699971371314,0.5588319496135127
Indiana,18163,Vanderburgh County,41056,31727,73794,9329.0,0.5563595956310812,0.4299401035314524,0.12641949209962877
Indiana,18165,Vermillion County,5174,1928,7256,3246.0,0.7130650496141124,0.2657111356119074,0.44735391400220503
Indiana,18167,Vigo County,23738,16338,40877,7400.0,0.5807177630452333,0.3996868654744722,0.18103089757076107
Indiana,18169,Wabash County,10425,3335,13955,7090.0,0.7470440702257255,0.2389824435686134,0.5080616266571121
Indiana,18171,Warren County,3402,898,4370,2504.0,0.7784897025171624,0.20549199084668193,0.5729977116704805
Indiana,18173,Warrick County,21280,11292,33082,9988.0,0.6432501057977148,0.34133365576446406,0.30191645003325074
Indiana,18175,Washington County,9739,2764,12722,6975.0,0.7655242886338626,0.21726143688099356,0.548262851752869
Indiana,18177,Wayne County,17526,8828,26797,8698.0,0.6540284360189573,0.3294398626711945,0.3245885733477628
