time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-05T11:51:44.140Z,19.4335003,-155.2601624,2.64,2.04,ml,12,257,0.009549,0.22,hv,hv70234927,2018-06-05T11:57:26.010Z,"2km W of Volcano, Hawaii",earthquake,1.22,1.08,0.17,3,automatic,hv,hv
2018-06-05T11:51:31.680Z,34.2233333,-117.547,5.82,0.95,ml,43,28,0.04179,0.13,ci,ci37957167,2018-06-05T17:46:02.290Z,"6km SW of Lytle Creek, CA",earthquake,0.14,0.31,0.148,18,reviewed,ci,ci
2018-06-05T11:44:36.810Z,19.4101658,-155.2656708,0.55,2.58,ml,33,32,0.005793,0.23,hv,hv70234922,2018-06-05T11:50:18.510Z,"3km SW of Volcano, Hawaii",earthquake,0.33,0.27,0.42,18,automatic,hv,hv
2018-06-05T11:38:32.250Z,19.4116669,-155.2658386,1.36,1.92,ml,14,86,0.005642,0.12,hv,hv70234912,2018-06-05T11:44:11.960Z,"3km SW of Volcano, Hawaii",earthquake,0.37,0.28,0.45,10,automatic,hv,hv
2018-06-05T11:38:03.400Z,27.2782,140.1433,371.44,4.2,mb,,62,1.827,0.85,us,us1000eiy4,2018-06-05T12:08:41.040Z,"206km W of Chichi-shima, Japan",earthquake,9.6,6.2,0.038,191,reviewed,us,us
2018-06-05T11:35:08.980Z,37.6258333,-118.9561667,5.29,0.08,md,12,87,0.009158,0.03,nc,nc73025866,2018-06-05T16:41:56.408Z,"2km ESE of Mammoth Lakes, CA",earthquake,0.54,0.4,0.067,10,reviewed,nc,nc
2018-06-05T11:33:13.970Z,33.5448333,-116.4078333,10.37,0.37,ml,18,104,0.07793,0.13,ci,ci37957159,2018-06-05T17:52:33.356Z,"16km SW of La Quinta, CA",earthquake,0.28,0.62,0.183,4,reviewed,ci,ci
2018-06-05T11:32:48.360Z,19.4190006,-155.2736664,1.59,2.47,ml,35,46,0.009934,0.23,hv,hv70234897,2018-06-05T11:38:29.570Z,"3km WSW of Volcano, Hawaii",earthquake,0.4,0.26,0.47,18,automatic,hv,hv
2018-06-05T11:31:46.440Z,19.413166,-155.2768402,0.78,1.94,ml,11,113,0.00818,0.24,hv,hv70234892,2018-06-05T11:37:26.470Z,"4km WSW of Volcano, Hawaii",earthquake,0.55,0.37,0.31,5,automatic,hv,hv
2018-06-05T11:28:37.890Z,19.4138336,-155.2709961,0.2,3.63,ml,12,99,0.01064,0.23,hv,hv70234887,2018-06-05T14:59:31.716Z,"3km WSW of Volcano, Hawaii",earthquake,0.31,0.16,4.16,10,automatic,hv,hv
2018-06-05T11:28:23.230Z,19.4153328,-155.2688293,0.87,3.03,ml,45,34,0.009045,0.37,hv,hv70234882,2018-06-05T11:34:05.810Z,"3km WSW of Volcano, Hawaii",earthquake,0.35,0.21,3.2,32,automatic,hv,hv
2018-06-05T11:27:41.470Z,19.3414993,-155.24617,0.25,3.04,ml,13,92,0.03233,0.16,hv,hv70234877,2018-06-05T11:33:22.330Z,"9km S of Volcano, Hawaii",earthquake,0.34,0.61,2.3,20,automatic,hv,hv
2018-06-05T11:24:58.420Z,19.3473339,-155.2463379,-0.25,2.22,ml,12,71,0.02665,0.13,hv,hv70234867,2018-06-05T11:30:39.250Z,"9km S of Volcano, Hawaii",earthquake,0.26,0.45,0.22,11,automatic,hv,hv
2018-06-05T11:22:56.360Z,19.4231663,-155.272171,1.4,2.65,ml,36,44,0.005347,0.25,hv,hv70234862,2018-06-05T11:28:37.960Z,"3km WSW of Volcano, Hawaii",earthquake,0.39,0.19,2.3,17,automatic,hv,hv
2018-06-05T11:21:07.880Z,19.4156666,-155.2734985,0.25,2.31,ml,24,46,0.009833,0.23,hv,hv70234857,2018-06-05T11:26:48.360Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.19,0.31,12,automatic,hv,hv
2018-06-05T11:17:21.210Z,19.4155006,-155.3288269,3.75,3.16,ml,51,46,0.02431,0.29,hv,hv70234852,2018-06-05T11:51:54.040Z,"9km W of Volcano, Hawaii",earthquake,0.41,0.98,3.08,33,automatic,hv,hv
2018-06-05T11:14:20.400Z,19.4026661,-155.274826,1.09,2.68,ml,27,54,0.007345,0.15,hv,hv70234832,2018-06-05T11:20:00.790Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.19,0.48,19,automatic,hv,hv
2018-06-05T11:12:10.130Z,19.4141674,-155.2761688,1.29,2.37,ml,30,42,0.008251,0.22,hv,hv70234827,2018-06-05T11:17:54.190Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.18,0.33,15,automatic,hv,hv
2018-06-05T11:08:22.610Z,-38.0649,175.8868,10,4.3,mb,,168,0.451,0.87,us,us1000eixm,2018-06-05T12:21:50.513Z,"18km N of Tokoroa, New Zealand",earthquake,8.9,2,0.177,9,reviewed,us,us
2018-06-05T11:06:20.150Z,19.4244995,-154.9526672,-0.34,2.71,ml,6,255,0.0497,0.17,hv,hv70234822,2018-06-05T11:12:03.420Z,"6km SW of Leilani Estates, Hawaii",earthquake,1.37,0.43,0.37,4,automatic,hv,hv
2018-06-05T11:04:42.860Z,19.4481659,-154.9358368,4.45,2.44,ml,8,174,0.01805,0.2,hv,hv70234817,2018-06-05T11:10:25.000Z,"2km SW of Leilani Estates, Hawaii",earthquake,0.67,1.15,0.2,3,automatic,hv,hv
2018-06-05T11:04:01.950Z,36.0678333,-117.648,3.74,0.5,ml,8,82,0.1041,0.05,ci,ci37957151,2018-06-05T12:39:30.774Z,"27km E of Coso Junction, CA",earthquake,0.19,2.54,0.081,4,reviewed,ci,ci
2018-06-05T11:02:37.610Z,19.3941669,-155.2904968,2.15,2.06,ml,16,79,0.01124,0.28,hv,hv70234812,2018-06-05T11:08:18.280Z,"6km SW of Volcano, Hawaii",earthquake,0.62,0.58,0.23,9,automatic,hv,hv
2018-06-05T11:01:40.680Z,19.4080009,-155.2998352,-1.12,1.96,ml,11,82,0.01528,0.29,hv,hv70234807,2018-06-05T11:07:19.340Z,"6km WSW of Volcano, Hawaii",earthquake,0.54,0.71,3.03,8,automatic,hv,hv
2018-06-05T10:56:41.930Z,19.4108334,-155.2631683,1.47,1.95,ml,15,74,0.003347,0.09,hv,hv70234802,2018-06-05T11:02:23.340Z,"3km SW of Volcano, Hawaii",earthquake,0.26,0.24,0.22,8,automatic,hv,hv
2018-06-05T10:52:30.980Z,19.4213333,-155.2626648,1.99,2.13,ml,11,93,0.00235,0.11,hv,hv70234797,2018-06-05T10:58:10.640Z,"2km WSW of Volcano, Hawaii",earthquake,0.29,0.31,0.22,6,automatic,hv,hv
2018-06-05T10:47:36.460Z,19.4013329,-155.2769928,0.55,2.02,ml,10,132,0.006724,0.11,hv,hv70234777,2018-06-05T10:53:20.630Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.24,0.47,7,automatic,hv,hv
2018-06-05T10:47:30.460Z,19.4115009,-155.2733307,-0.45,1.71,ml,9,162,0.01271,0.14,hv,hv70234772,2018-06-05T10:53:11.480Z,"4km WSW of Volcano, Hawaii",earthquake,0.4,0.45,0.49,12,automatic,hv,hv
2018-06-05T10:46:03.280Z,38.8303337,-122.8089981,1.35,0.83,md,13,65,0.006979,0.03,nc,nc73025851,2018-06-05T11:00:02.225Z,"8km NW of The Geysers, CA",earthquake,0.29,0.71,0.06,2,automatic,nc,nc
2018-06-05T10:45:32.990Z,19.4003334,-155.2660065,3.02,1.85,ml,11,109,0.002081,0.13,hv,hv70234767,2018-06-05T10:51:13.920Z,"4km SW of Volcano, Hawaii",earthquake,0.62,0.78,0.36,5,automatic,hv,hv
2018-06-05T10:44:15.520Z,19.3978329,-155.2628326,0.35,2.03,ml,15,90,0.003047,0.12,hv,hv70234762,2018-06-05T10:49:56.080Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.25,0.47,6,automatic,hv,hv
2018-06-05T10:41:58.660Z,19.4006672,-155.2649994,0.68,1.87,ml,14,97,0.002602,0.12,hv,hv70234757,2018-06-05T10:47:38.120Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.2,0.33,6,automatic,hv,hv
2018-06-05T10:36:33.410Z,19.4363327,-155.3078308,-1.17,2.38,ml,9,279,0.02193,0.14,hv,hv70234737,2018-06-05T10:42:19.940Z,"7km W of Volcano, Hawaii",earthquake,0.47,0.71,0.34,8,automatic,hv,hv
2018-06-05T10:33:27.947Z,60.5309,-150.9825,46.3,1.5,ml,,,,0.68,ak,ak19710766,2018-06-05T10:40:28.742Z,"5km E of Ridgeway, Alaska",earthquake,,1,,,automatic,ak,ak
2018-06-05T10:32:58.170Z,33.3743333,-116.3798333,10.36,0.61,ml,20,165,0.1104,0.21,ci,ci37957135,2018-06-05T12:39:37.774Z,"13km N of Borrego Springs, CA",earthquake,0.49,1.04,0.054,12,reviewed,ci,ci
2018-06-05T10:30:52.540Z,19.3976669,-155.280838,0.7,2.33,ml,16,100,0.007166,0.19,hv,hv70234727,2018-06-05T10:36:31.590Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.23,0.28,10,automatic,hv,hv
2018-06-05T10:29:45.880Z,19.4074993,-155.2988281,0.82,2.31,ml,20,80,0.01523,0.38,hv,hv70234722,2018-06-05T10:35:24.670Z,"6km WSW of Volcano, Hawaii",earthquake,0.44,0.51,0.22,7,automatic,hv,hv
2018-06-05T10:29:00.190Z,37.651,-118.8215,0.86,0.23,md,9,176,0.01731,0.08,nc,nc73025846,2018-06-05T16:45:02.099Z,"14km E of Mammoth Lakes, CA",earthquake,0.48,0.78,0.12,7,reviewed,nc,nc
2018-06-05T10:28:28.270Z,19.4169998,-155.2769928,0.97,1.75,md,9,105,0.006737,0.07,hv,hv70234717,2018-06-05T10:31:20.240Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.68,0.08,5,automatic,hv,hv
2018-06-05T10:26:46.680Z,19.4064999,-155.2786713,3.33,1.88,ml,10,243,0.01205,0.16,hv,hv70234712,2018-06-05T10:32:25.840Z,"5km WSW of Volcano, Hawaii",earthquake,1.4,0.78,0.15,6,automatic,hv,hv
2018-06-05T10:26:37.680Z,37.6595,-118.8415,0.12,0.39,md,9,142,0.02196,0.06,nc,nc73025841,2018-06-05T17:16:01.264Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.39,0.47,0.128,7,reviewed,nc,nc
2018-06-05T10:24:55.810Z,37.656,-118.8353333,2.22,1.08,md,22,106,0.01802,0.06,nc,nc73025836,2018-06-05T16:35:01.052Z,"13km E of Mammoth Lakes, CA",earthquake,0.31,0.36,0.312,20,reviewed,nc,nc
2018-06-05T10:24:37.760Z,19.4085007,-155.2668304,1.19,1.88,ml,13,93,0.00747,0.14,hv,hv70234707,2018-06-05T10:30:17.140Z,"3km SW of Volcano, Hawaii",earthquake,0.31,0.41,0.25,4,automatic,hv,hv
2018-06-05T10:21:54.910Z,19.4293327,-155.2899933,2.66,2.34,ml,10,268,0.00839,0.14,hv,hv70234697,2018-06-05T10:27:36.030Z,"5km W of Volcano, Hawaii",earthquake,1.06,0.39,0.29,6,automatic,hv,hv
2018-06-05T10:19:07.820Z,19.4020004,-155.2746735,0.97,2.73,ml,34,28,0.006669,0.13,hv,hv70234687,2018-06-05T10:24:50.020Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.18,2.24,19,automatic,hv,hv
2018-06-05T10:18:42.760Z,33.4655,-116.3983333,2.98,0.71,ml,26,130,0.1439,0.19,ci,ci37957127,2018-06-05T12:39:59.773Z,"23km N of Borrego Springs, CA",earthquake,0.31,1.12,0.183,21,reviewed,ci,ci
2018-06-05T10:15:36.510Z,19.3994999,-155.2728271,0.83,2.27,ml,17,109,0.004182,0.17,hv,hv70234677,2018-06-05T10:21:16.260Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.31,0.3,10,automatic,hv,hv
2018-06-05T10:12:50.090Z,19.4106674,-155.2871704,0.23,2.05,ml,19,81,0.007538,0.17,hv,hv70234672,2018-06-05T10:18:30.970Z,"5km WSW of Volcano, Hawaii",earthquake,0.26,0.15,0.38,12,automatic,hv,hv
2018-06-05T10:11:23.200Z,19.3950005,-155.3114929,1.19,2.36,ml,8,304,0.03573,0.16,hv,hv70234667,2018-06-05T10:17:04.380Z,"8km WSW of Volcano, Hawaii",earthquake,0.88,0.7,0.32,9,automatic,hv,hv
2018-06-05T10:10:10.370Z,19.4086666,-155.2818298,0.48,1.92,ml,17,63,0.009201,0.15,hv,hv70234662,2018-06-05T10:15:51.590Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.26,0.35,7,automatic,hv,hv
2018-06-05T10:07:26.040Z,19.4221668,-155.2664948,1.09,2.1,ml,9,109,0.005012,0.07,hv,hv70234657,2018-06-05T10:13:07.700Z,"3km WSW of Volcano, Hawaii",earthquake,0.4,0.19,0.24,8,automatic,hv,hv
2018-06-05T10:06:55.040Z,19.430666,-155.2619934,0.6,2.16,ml,13,229,0.006447,0.15,hv,hv70234652,2018-06-05T10:12:34.730Z,"2km W of Volcano, Hawaii",earthquake,0.5,0.2,0.3,9,automatic,hv,hv
2018-06-05T10:06:12.780Z,19.3845005,-155.2853394,0.62,2.01,ml,6,291,0.01545,0.1,hv,hv70234647,2018-06-05T10:11:50.520Z,"7km SW of Volcano, Hawaii",earthquake,0.73,0.4,0.21,7,automatic,hv,hv
2018-06-05T10:04:23.980Z,19.3964996,-155.2644958,0.58,2.29,ml,15,85,0.00226,0.09,hv,hv70234642,2018-06-05T10:10:06.650Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.27,0.4,9,automatic,hv,hv
2018-06-05T10:01:20.910Z,60.1652,-153.1454,159.6,1.7,ml,,,,0.71,ak,ak19710764,2018-06-05T10:06:29.969Z,"42km SSW of Redoubt Volcano, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-06-05T10:00:45.210Z,19.3951664,-155.2669983,0.1,3.03,ml,17,96,0.003193,0.2,hv,hv70234637,2018-06-05T10:06:25.590Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.17,0.49,11,automatic,hv,hv
2018-06-05T10:00:21.270Z,19.4001675,-155.2653351,1.22,2.27,ml,27,73,0.002025,0.19,hv,hv70234632,2018-06-05T10:06:00.360Z,"4km SW of Volcano, Hawaii",earthquake,0.32,0.18,0.6,18,automatic,hv,hv
2018-06-05T09:59:49.200Z,19.4056664,-155.2599945,1.79,2.25,ml,19,94,0.006388,0.22,hv,hv70234627,2018-06-05T10:05:32.150Z,"3km SW of Volcano, Hawaii",earthquake,0.4,0.31,0.35,11,automatic,hv,hv
2018-06-05T09:58:47.630Z,38.8055,-122.8198318,2.72,0.55,md,7,152,0.008039,0.04,nc,nc73025826,2018-06-05T10:00:25.540Z,"6km WNW of The Geysers, CA",earthquake,0.54,1.41,,1,automatic,nc,nc
2018-06-05T09:58:05.930Z,33.4666667,-116.4023333,4.27,0.83,ml,31,120,0.1406,0.2,ci,ci37957119,2018-06-05T12:40:20.776Z,"24km SSW of La Quinta, CA",earthquake,0.28,0.84,0.25,24,reviewed,ci,ci
2018-06-05T09:57:33.470Z,18.9833,-65.0228,31,3.26,md,9,333,1.1789,0.23,pr,pr2018156003,2018-06-05T11:49:50.501Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.12,15.67,0.22,6,reviewed,pr,pr
2018-06-05T09:57:14.780Z,19.3986664,-155.2801666,1.32,2.32,ml,11,167,0.006977,0.13,hv,hv70234617,2018-06-05T10:02:54.220Z,"5km SW of Volcano, Hawaii",earthquake,0.38,0.49,0.24,9,automatic,hv,hv
2018-06-05T09:54:56.610Z,19.4301662,-155.258667,-0.05,2.22,ml,15,129,0.007409,0.16,hv,hv70234612,2018-06-05T10:00:36.530Z,"2km W of Volcano, Hawaii",earthquake,0.22,0.24,0.39,9,automatic,hv,hv
2018-06-05T09:54:12.200Z,19.3980007,-155.2720032,0.53,2.34,ml,18,59,0.003042,0.21,hv,hv70234607,2018-06-05T09:59:53.560Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.35,0.52,9,automatic,hv,hv
2018-06-05T09:53:28.440Z,19.4058342,-155.2656708,1.18,1.78,ml,11,114,0.00756,0.1,hv,hv70234602,2018-06-05T09:59:18.230Z,"4km SW of Volcano, Hawaii",earthquake,0.4,0.29,0.26,7,automatic,hv,hv
2018-06-05T09:52:31.280Z,33.528,-116.4355,11.62,0.65,ml,27,54,0.08515,0.17,ci,ci37957111,2018-06-05T12:40:28.115Z,"19km SW of La Quinta, CA",earthquake,0.3,0.6,0.15,16,reviewed,ci,ci
2018-06-05T09:52:18.880Z,19.4061661,-155.2913361,1.31,1.86,ml,19,70,0.01332,0.14,hv,hv70234592,2018-06-05T09:57:58.080Z,"6km WSW of Volcano, Hawaii",earthquake,0.23,0.27,1.97,9,automatic,hv,hv
2018-06-05T09:49:11.952Z,63.6539,-149.3032,115.6,2,ml,,,,0.38,ak,ak19710758,2018-06-05T09:57:07.186Z,"28km SW of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-05T09:43:49.190Z,19.4001675,-155.2661591,1.53,2.51,ml,18,81,0.001919,0.12,hv,hv70234577,2018-06-05T09:49:30.770Z,"4km SW of Volcano, Hawaii",earthquake,0.38,0.32,0.34,12,automatic,hv,hv
2018-06-05T09:43:05.110Z,19.4255009,-155.2826691,0.73,1.99,ml,9,95,0.004857,0.11,hv,hv70234572,2018-06-05T09:48:46.830Z,"4km W of Volcano, Hawaii",earthquake,0.4,0.24,0.5,9,automatic,hv,hv
2018-06-05T09:42:55.370Z,36.3563347,-120.9375,4.09,2.07,md,20,134,0.09482,0.11,nc,nc73025816,2018-06-05T11:19:01.336Z,"24km NE of King City, CA",earthquake,0.42,1.5,0.27,14,automatic,nc,nc
2018-06-05T09:41:45.460Z,19.3996658,-155.2621613,0.3,2.29,ml,17,92,0.003919,0.13,hv,hv70234567,2018-06-05T09:47:25.500Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.21,0.43,8,automatic,hv,hv
2018-06-05T09:41:31.730Z,36.0143333,-117.7915,0.85,0.71,ml,10,104,0.02388,0.09,ci,ci37957103,2018-06-05T09:45:04.853Z,"14km NE of Little Lake, CA",earthquake,0.23,0.32,0.139,9,automatic,ci,ci
2018-06-05T09:38:09.830Z,19.4028339,-155.2841644,0.8,2.42,ml,28,41,0.0124,0.31,hv,hv70234562,2018-06-05T09:43:51.370Z,"5km WSW of Volcano, Hawaii",earthquake,0.3,0.28,0.33,19,automatic,hv,hv
2018-06-05T09:36:28.670Z,37.6148333,-118.7713333,6.6,0.24,md,8,270,0.05214,0.04,nc,nc73025811,2018-06-05T16:25:01.984Z,"10km NW of Toms Place, CA",earthquake,0.96,0.81,0.27,8,reviewed,nc,nc
2018-06-05T09:36:04.950Z,19.4098339,-155.2389984,0.11,1.98,ml,9,205,0.01983,0.16,hv,hv70234557,2018-06-05T09:41:44.840Z,"2km S of Volcano, Hawaii",earthquake,0.49,0.87,0.25,6,automatic,hv,hv
2018-06-05T09:35:41.860Z,19.4031658,-155.281662,2.8,1.95,ml,10,153,0.01084,0.22,hv,hv70234552,2018-06-05T09:41:21.740Z,"5km SW of Volcano, Hawaii",earthquake,0.97,1.54,0.55,6,automatic,hv,hv
2018-06-05T09:33:54.260Z,19.4001675,-155.2666626,-0.15,2,ml,12,83,0.002006,0.19,hv,hv70234542,2018-06-05T09:39:34.490Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.34,0.33,4,automatic,hv,hv
2018-06-05T09:32:27.100Z,33.0668333,-116.4471667,6.14,0.39,ml,13,106,0.1271,0.17,ci,ci37957095,2018-06-05T12:40:48.862Z,"14km E of Julian, CA",earthquake,0.4,1.36,0.139,4,reviewed,ci,ci
2018-06-05T09:32:23.078Z,38.3021,-118.764,8.2,0.3,ml,4,286.11,0.21,0.0153,nn,nn00638288,2018-06-05T17:55:59.809Z,"27km SSW of Hawthorne, Nevada",earthquake,,23.8,0.07,2,reviewed,nn,nn
2018-06-05T09:31:12.440Z,19.4001675,-155.2743378,1.24,2.74,ml,36,37,0.004819,0.31,hv,hv70234537,2018-06-05T10:08:24.163Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.31,0.38,18,automatic,hv,hv
2018-06-05T09:29:53.420Z,19.4183331,-155.2494965,1.47,1.99,ml,5,180,0.0116,0.02,hv,hv70234532,2018-06-05T09:35:33.900Z,"1km SW of Volcano, Hawaii",earthquake,1.47,0.96,0.24,7,automatic,hv,hv
2018-06-05T09:29:22.880Z,19.3988342,-155.2793274,1.24,2.07,ml,12,102,0.006378,0.09,hv,hv70234527,2018-06-05T09:35:01.320Z,"5km SW of Volcano, Hawaii",earthquake,0.32,0.41,0.38,9,automatic,hv,hv
2018-06-05T09:27:07.160Z,19.3980007,-155.2811737,1.81,1.77,ml,9,186,0.007576,0.13,hv,hv70234522,2018-06-05T09:32:47.960Z,"5km SW of Volcano, Hawaii",earthquake,0.49,0.56,0.16,7,automatic,hv,hv
2018-06-05T09:26:33.340Z,38.8255005,-122.7983322,2.42,2.34,md,36,37,0.00941,0.04,nc,nc73025801,2018-06-05T11:04:02.245Z,"6km NW of The Geysers, CA",earthquake,0.16,0.3,0.16,17,automatic,nc,nc
2018-06-05T09:23:07.340Z,19.4078331,-155.2669983,0.7,2.44,ml,22,46,0.007943,0.16,hv,hv70234507,2018-06-05T09:29:18.409Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.18,0.3,10,automatic,hv,hv
2018-06-05T09:18:37.050Z,19.3971672,-155.2606659,-0.91,1.7,ml,13,69,0.005177,0.2,hv,hv70234492,2018-06-05T09:24:19.280Z,"4km SSW of Volcano, Hawaii",earthquake,0.18,0.21,0.18,3,automatic,hv,hv
2018-06-05T09:16:48.132Z,38.2931,-118.7824,11.3,0.3,ml,4,290.44,0.222,0.0534,nn,nn00638287,2018-06-05T17:46:44.498Z,"29km SSW of Hawthorne, Nevada",earthquake,,10.2,0.13,2,reviewed,nn,nn
2018-06-05T09:13:41.340Z,19.4095001,-155.2791595,0.73,1.87,ml,14,89,0.009362,0.16,hv,hv70234477,2018-06-05T09:19:22.490Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.3,0.29,8,automatic,hv,hv
2018-06-05T09:13:21.020Z,19.322834,-155.1873322,0.15,2.65,ml,7,107,0.05436,0.09,hv,hv70234472,2018-06-05T09:19:04.480Z,"13km SSE of Volcano, Hawaii",earthquake,0.44,0.58,0.28,7,automatic,hv,hv
2018-06-05T09:13:14.170Z,19.3974991,-155.2836609,1.7,2.24,ml,7,200,0.009691,0.06,hv,hv70234467,2018-06-05T09:18:56.000Z,"6km SW of Volcano, Hawaii",earthquake,0.71,0.51,0.25,8,automatic,hv,hv
2018-06-05T09:09:36.630Z,19.4025002,-155.2773285,1.66,1.97,ml,17,68,0.007902,0.11,hv,hv70234457,2018-06-05T09:15:17.030Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.33,0.23,9,automatic,hv,hv
2018-06-05T09:04:49.380Z,19.4058342,-155.2695007,1.31,2.3,ml,25,62,0.008232,0.22,hv,hv70234442,2018-06-05T09:10:29.580Z,"4km SW of Volcano, Hawaii",earthquake,0.35,0.29,1.68,14,automatic,hv,hv
2018-06-05T09:02:59.840Z,61.8275,-150.548,66.2,1.1,ml,,,,0.61,ak,ak19710750,2018-06-05T09:05:23.224Z,"28km WNW of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-06-05T09:02:57.395Z,62.1255,-153.1458,3,1.3,ml,,,,0.83,ak,ak19710752,2018-06-05T09:05:23.484Z,"156km SE of McGrath, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-05T08:57:31.650Z,19.3966675,-155.2688293,0.41,3.61,ml,57,33,0.00307,0.36,hv,hv70234432,2018-06-05T11:12:04.123Z,"4km SW of Volcano, Hawaii",earthquake,0.32,0.25,3.06,33,automatic,hv,hv
2018-06-05T08:56:47.120Z,19.3921661,-155.2738342,1.42,2.66,ml,39,42,0.00319,0.22,hv,hv70234427,2018-06-05T16:59:28.046Z,"5km SW of Volcano, Hawaii",earthquake,0.3,0.18,3.93,22,automatic,hv,hv
2018-06-05T08:56:13.620Z,19.4203339,-155.2678375,0.69,2.59,ml,9,124,0.00671,0.15,hv,hv70234422,2018-06-05T16:58:43.574Z,"3km WSW of Volcano, Hawaii",earthquake,0.33,0.3,0.4,18,automatic,hv,hv
2018-06-05T08:55:11.510Z,19.3889999,-155.2676697,0.49,2.08,ml,16,85,0.008481,0.29,hv,hv70234417,2018-06-05T16:57:40.173Z,"5km SW of Volcano, Hawaii",earthquake,0.41,0.5,0.18,7,automatic,hv,hv
2018-06-05T08:52:39.930Z,36.5816,22.5909,10,4.8,mb,,67,0.8,1.33,us,us1000eivf,2018-06-05T09:09:31.040Z,"19km S of Gytheion, Greece",earthquake,5.8,1.9,0.044,161,reviewed,us,us
2018-06-05T08:51:58.910Z,19.3966675,-155.2716675,0.27,2.62,ml,24,43,0.002269,0.23,hv,hv70234412,2018-06-05T08:57:43.130Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.24,0.41,11,automatic,hv,hv
2018-06-05T08:50:23.202Z,62.9557,-151.2385,126.8,1.3,ml,,,,0.21,ak,ak19710748,2018-06-05T08:55:10.328Z,"91km NW of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2018-06-05T08:49:13.630Z,19.4130001,-155.2565002,1.28,2.18,ml,13,125,0.003314,0.12,hv,hv70234407,2018-06-05T08:54:51.880Z,"2km SW of Volcano, Hawaii",earthquake,0.35,0.31,0.61,3,automatic,hv,hv
2018-06-05T08:47:48.000Z,37.6136667,-118.8366667,2.42,0.19,md,10,151,0.0165,0.04,nc,nc73025786,2018-06-05T15:56:20.117Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.34,0.78,0.147,9,reviewed,nc,nc
2018-06-05T08:45:57.875Z,38.8292,-119.8057,8.6,1.4,ml,24,67.74,0.211,0.1456,nn,nn00638254,2018-06-05T16:35:50.355Z,"8km SW of Gardnerville Ranchos, Nevada",earthquake,,2.7,0.37,12,reviewed,nn,nn
2018-06-05T08:45:04.290Z,19.4681664,-155.293335,-0.58,2.02,ml,9,299,0.04567,0.12,hv,hv70234397,2018-06-05T08:50:46.610Z,"7km NW of Volcano, Hawaii",earthquake,0.98,1.14,0.23,6,automatic,hv,hv
2018-06-05T08:43:58.081Z,62.1897,-150.1124,19.5,1,ml,,,,0.1,ak,ak19710747,2018-06-05T08:49:28.724Z,"13km WNW of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-05T08:42:19.643Z,62.5242,-147.2193,0,1.1,ml,,,,0.66,ak,ak19710745,2018-06-05T08:45:36.988Z,"98km WNW of Glennallen, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-05T08:42:18.850Z,19.4028339,-155.2853394,0.42,2.48,ml,32,41,0.0148,0.17,hv,hv70234387,2018-06-05T08:48:01.940Z,"5km WSW of Volcano, Hawaii",earthquake,0.26,0.31,0.49,14,automatic,hv,hv
2018-06-05T08:37:32.650Z,19.4136658,-155.2669983,2.09,1.93,ml,18,77,0.006902,0.17,hv,hv70234372,2018-06-05T08:43:15.690Z,"3km WSW of Volcano, Hawaii",earthquake,0.34,0.41,0.13,7,automatic,hv,hv
2018-06-05T08:30:34.680Z,19.3878326,-155.2684937,-0.7,1.73,md,9,80,0.008934,0.29,hv,hv70234352,2018-06-05T08:33:47.600Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.44,0.32,6,automatic,hv,hv
