subject,body,spam
nomination - 2 - 23 - 2000,"please incerease deliveries to eastrans to 65 , 000 mmbtu / d eff 2 / 23 / 2000 .
7 , 000 will come from fuels cotton valley .
maintain sale of 500 mmbtu / d .
increase pg & e nom to 58 , 000 mmbtu / d .
the agreement provides for up to 60 , 000 mmbtu at our option .
brian riley needs to approve the increase to 65 , 000 mmbtu / d .",0
mtbe upset,"the mtbe plant had an upset early today and a steam boiler is being taken out
of service . production will be cut back to approximately 8 mbd to 9 mbd for
four to five days .",0
"re : exxon company , usa global # 96035668 / sitara # 212225","i have re - checked sitara & verified that the above deal was a term , firm deal . this resulted in a gtc purchase firm contract being set - up in the global contracts system . the term of the gtc was set as the term of the deal ( 4 / 1 / 00 thru 3 / 31 / 01 ) with no evergreen , meaning that the contract will expire at the end of this month .
to the best of my knowledge , all gtc purchase firms have the same language & they do not have evergreen . they expire at the end of the primary term .
so , unless exxon negotiated a deal with different , special language to allow for evergreen & included something about a "" 10 day notification "" to terminate , there isn ' t any reason to "" terminate "" this contract .
if this is the case , please advise . otherwise , i don ' t think we need to do anything . the contract will expire at the end of this month on its own .
elsa villarreal
03 / 15 / 2001 02 : 42 pm
to : amelia alland / hou / ect @ ect , cheryl dudley / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : exxon company , usa global # 96035668 / sitara # 212225
please prepare and send a termination letter by tomorrow march 16 , 2001 on the above referenced deal . houston pipe line company has not renegotiated a price and have no interest in buying the gas on an evergreen basis . it is my understanding that we need to notify them within 10 days of the end of the delivery period
. if you need any additional information or have any questions , please contact me at 35656 . thanks . emv",0
"ocean star brown bag - may 17 th , 2001","nesa / hea member ' s :
attached is the offshore energy center brown bag flyer . the oec consists of
the ocean star , a retired offshore jack - up rig and a museum in galveston ,
tx . this brown bag also includes happy hour ! ! hope to see you there .
date : may 17 th , 2001
time : 11 : 30 am to 5 pm
>
please call me or tracy cummins at ( 713 ) 856 - 6525 with any questions .
thanks ,
lana moore
director of education
- oecol . doc",0
inter / intra gisb for enron north america,"i forwarded these contract forms to you on may 25 for your review . do i need to
resend them ?
keith ford
txu fuel company
contract administration supervisor
- - - - - - - - - - - - - - - - - - - - - - forwarded by keith ford / bizsrv / txu on 06 / 19 / 2001 11 : 04 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
lynn handlin
06 / 18 / 2001 10 : 19 am
to : dfarmer @ enron . com , keith ford / bizsrv / txu @ tu
cc :
subject : inter / intra gisb for enron north america
please forward an inter / intra gisb asap to enron north america or whatever name
they want to use for their new contracts .
darren - please note that we do not take any changes to the gisb ' s that keith
will be forwarding .
darren ' s email is dfarmer @ enron . com
thanks for your help ! let me know the number as soon as possibe - so i can
update our records .",0
sale of hpl,"to all :
the proposed sale of hpl to american electric power ( aep ) has been signed and
the conditions for the acquisition should be completed within the coming
months . over the next few days , i will be forwarding more details about the
transition process . these details will outline the employment opportunities
and transfer process to aep . aep is eager to complete these arrangements ,
as the pipeline is only as valuable as the people who operate it .
during the transition period , it is important that we keep the pipe line
operating at our historical level of reliability in order to meet the energy
needs of our customers .
regards ,
brian",0
tenaska iv outage update,"fyi .
- - - - - - - - - - - - - - - - - - - - - - forwarded by mike mazowita / corp / enron on 10 / 05 / 2000
10 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" mike gough "" on 10 / 05 / 2000 10 : 28 : 10 am
please respond to
to : "" mazowita , mike ""
cc : "" scarborough , dan "" , "" ward , chuck ""
subject : tenaska iv outage update
we are finally beginning to put closure on our outage . it has been
frustrating to say the least . we are currently projecting a late friday or
early saturday morning startup barring any unseen problems .
mg",0
bad debt,"please plan to attend a meeting with brian redmond and bob hall on thursday at 4 : 00 in conference room 3567 .
each person should be prepared to discuss the current status of each "" bad debt "" account that was assigned to them in february .
if you are unable to attend you will need to schedule a private meeting with brian redmond at a later date .
janet",0
message from brian redmond,"in 1925 houston pipe line company was formed to fuel a growing houston
economy . over the past 75 years , we have expanded our physical network
across the texas gulf coast , and we now offer a wide range of financial ,
commodity and risk management services . hpl is the largest single supplier
of gas to entex and is one of the most flexible intrastate pipeline systems
in the country due to our 118 bcf bammel storage field .
to celebrate our 75 th birthday , i am pleased to invite hpl employees and
their spouse or guest to a company - sponsored event on saturday the 9 th of
september at moody gardens in galveston , texas . the attached invitation
provides the details . additional information will be sent to you over the
summer . please mark your calendars with this date , and i look forward to
seeing you there .
sincerely ,
brian redmond
president - hpl",0
re : pg & e texas meeting,"recap of pg & e texas meeting 4 / 12 / 00 .
volume issues :
? sherlyn schumack will provide stacey neuweiler with volume variances by day
and contract as soon as possible ( preferably the same day allocation is
received ) .
? stacey will notify sherlyn of correct volume or status if further research
is necessary as soon as possible .
? sherlyn will notify logistics , stacey , and lorraine of pg & e texas of
interconnect variances by day .
? each group will respond promptly to ensure payment can be made through the
system , eliminating manual line items on invoice .
? charlotte hawkins will see what was confirmed on the outstanding
interconnect issue for 2 / 00 , and daren or charlotte will make the necessary
correction .
rate issues :
? heidi withers will pull daily rates from pg & e texas bulletin board .
? greg steagall will provide heidi with service verification ( s ) and the daily
allocation summary received from pg & e texas during close , which shows rates
from pg & e texas .
? no action will be taken on rate variances where pg & e was paid per their
invoice . heidi has talked with brenda herod , and brenda is okay with this
course of action .
? there are four invoices from 1999 production where pg & e was underpaid , so
heidi and greg will work to correct those months to pay pg & e correctly .
there are no open invoices in settlements .
? it was noted that manual line items are not to be used to pay pg & e per
their invoice in the future . we expect to correct issues in the system prior
to the due date of the invoice unless there is a valid disagreement between
ena and pg & e . if ena has a valid disagreement , we will pay per ena  , s
verification .
daren has put in a request for legal to transfer the ena transport contracts
to hpl . this would eliminate stacey having to schedule the transport on ena
as well as the desk to desk deal . it would also prevent sherlyn from having
to allocate the transport expense contract and the brokered desk to desk
deal .
he has not had a response from legal yet .",0
industrial accounts,"he would not have had a clue how to do valero , but he seems to think
so . . . . . . . . . . . . . . . . . . . . . . . . . . .
i give . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
no mas !
let ' s finish this stuff up and call it a day .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenneth seaman / hou / ect on 01 / 10 / 2000
01 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 01 / 10 / 2000 01 : 03 pm
to : gary w lamphier / hou / ect @ ect , lee l papayoti / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , kenneth
seaman / hou / ect @ ect
subject : industrial accounts
as of january 2000 , i have taken over scheduling all "" industrial accounts ""
without the assistance of
kenneth seaman .
i want to thank ken for all of his efforts during our training period .
ken has help me feel confident to continue this responsibility with
little , if any , assistance from himself .
thus , please forward all correspondence to me directly in the future .",0
king ranch,"stella ,
it is very important that king ranch is accurately scheduled in the
system . sitara should be updated
with any changes so that daren can properly manage the texas desk position .
hopefully we have moved
enough off of your desk to allow you to concentrate on king ranch . too many
discrepancies have been made
and it is very costly to the desk . robert can assist if needed .
thanks , pat",0
"enron actuals for june 19 , 2000","teco tap 40 . 000 / enron
98 . 750 / hpl iferc",0
"flow volumes at oxy gladewater , meter 98926","bob ,
i have a volume of about 713 / day at the above referenced meter . i don ' t
have a deal in the system to allocate to for october ( flow began on 10 / 11 ) .
this is hitting my exception report . please advise .
mary",0
"re : enron / hpl actuals for july 31 , 2000","hey charlie ,
for the 31 st , i show that the enron contract would be fulfilled with the 30 . 0
at hpl katy . please correct me if i am incorrect .
iferc totals 2 , 015 . 0 on 7 / 28 / 00 ( volume on the 28 th is 61 . 250 at the tap )
enron totals 1 , 240 . 0 on the 31 st ( volume on the 31 st is 30 . 0 at hpl )
gas daily totals 331 . 250 at the tap
7 / 28 6 . 250 ( assuming 77 . 5 at the tap )
7 / 29 100 . 0
7 / 30 110 . 0
7 / 31 115 . 0 ( assuming 30 . 0 on the enron contract for th 31 st )
please advise .
regards ,
ami
"" melissa jones "" on 08 / 01 / 2000 10 : 44 : 08 am
to : "" charlie stone "" , "" gary green "" ,
timpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for july 31 , 2000
teco tap 105 . 000 / hpl iferc ; 10 . 000 / enron
ls hpl lsk ic 30 . 000 / enron",0
"deals not in nomination - october , 2000","daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 09 / 26 / 2000 09 : 52
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 09 / 26 / 2000 09 : 53 am
to : vance l taylor / hou / ect @ ect
cc :
subject : deals not in nomination - october , 2000
vance ,
the following deals are active but not in your nomination for october , 2000 :
counterparty name meter # deal #
aransas drilling 9645 130880
cokinos natural gas 9676 279659
james c . freeman 5547 133168
gsf energy 6353 138841
hesco gathering 6392 93487
north central 0071 138550
prime operating 6388 362921
shoreline gas 6722 166395
spinnaker exploration 9848 379424
please advise if the above deals should still be active . thanks .
bob",0
sea robin changes,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 09 / 2000
10 : 39 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 09 / 2000 10 : 42 : 30 am
to : ,
cc :
subject : sea robin changes
the previous e - mail shoud have shown the 11 changes to be effective monday ,
june 12 , . 2000 . i will correct the date and resend the changes .
steve",0
duke energy - # 5192 - 1999 issues,"stephanie :
meter 6757 is done , redraft your invoice for both months and let me know if
this meter is still an issue .
meter 5192 . i never heard back from aimee on which transport contract to
attach the deal 269123 to so for the months in question the gas is still
allocated to the strangers gas contract . aimee is out on vacation until
mid - june so i put in a call to daren farmer to find out which transport
contract i should attach the deal 269123 to .
when i find out which transport contract to use i will set up the accounting
arrangements and then get robert lloyd to put the contract in pops and
reallocate .
fred
from : stephanie gomes 06 / 01 / 2000 08 : 55 am
to : fred boas / hou / ect @ ect
cc :
subject : duke energy - meter # 6757 , # 5192 - issue for 1999
hey fred ,
i have the deal numbers for you for duke energy . could you please let me
know when you have allocated the gas to these meters .
i am also forwarding other emails about these two deals for your records . if
you have any questions , please give me a call .
thanks , stephanie
meter # 0986757 deal # 266962 4 / 1 / 99 - 4 / 30 / 99 and 5 / 1 / 99 - 5 / 31 / 99
meter # 0985192 deal # 269123 5 / 1 / 99 - 5 / 31 / 99 and 7 / 1 / 99 - 7 / 31 / 99
- - - - - - - - - - - - - - - - - - - - - - forwarded by stephanie gomes / hou / ect on 06 / 01 / 2000
08 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 05 / 11 / 2000 03 : 45 pm
to : fred boas / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , stephanie gomes / hou / ect @ ect
subject : re : crow o ' connor meter 6757
fred & stephanie - meter 6757 has been reallocated .
stephanie - what price does duke show we owe them for the months in question ?
fred boas
05 / 11 / 2000 03 : 18 pm
to : aimee lannou / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , stephanie
gomes / hou / ect @ ect
subject : crow o ' connor meter 6757
aimee :
please put the ena 201 contract at this meter for april and may of 1999 with
the track id 117848 and reallocate the meter for both months . after this is
done please let stephanie and i know so that she can redraft her invoice the
next day after pops bridges to mops . also with respect to the second issue
where daren is asking for the price , stephanie may be able to help you with
this because she has a copy of duke ' s invoice .
stephanie :
the crow o ' conner meter is essentially fixed . when aimee reallocates you
will have to wait until the next day to redraft your invoice . when aimee
gets back with us please redraft the invoice the next day and let me know if
this issue is resolved .
fred
daren j farmer
05 / 11 / 2000 02 : 14 pm
to : aimee lannou / hou / ect @ ect
cc : fred boas / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : sarco lateral and crow o ' connor meters
i have created deal 266962 for the volumes at mtr 6757 .
what price is duke reporting for the mtr 5192 volumes ? the only activity
we ' ve had out there is payback with koch .
d
aimee lannou 05 / 09 / 2000 03 : 30 pm
to : daren j farmer / hou / ect @ ect
cc : fred boas / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : sarco lateral and crow o ' connor meters
daren - have you had a chance to look at this ?
- aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 05 / 09 / 2000 03 : 26
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 05 / 04 / 2000 03 : 26 pm
to : daren j farmer / hou / ect @ ect
cc : fred boas / hou / ect @ ect
subject : sarco lateral and crow o ' connor meters
daren - can you set up new deals for meter 6757 and 5192 ?
meter 6757 crow o ' connor - counterparty duke energy & trading
month contract deal #
june 99 ena 201 87426
july 99 hpl 215 95072
aug 99 hpl 215 102775
sept 99 hpl 215 110502
meter 5192 sarco lateral
no deal has ever been set up for meter 5192 for duke energy & trading .
there is flow for may , july and nov . 99 .
will you please let me know if you set up new deals for these meters ?
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 05 / 04 / 2000 03 : 17
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas
05 / 04 / 2000 12 : 08 pm
to : aimee lannou / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : sarco lateral and crow o ' connor meters
aimee :
the crow o ' connor , meter 6757 has its gas allocated to strangers gas for
april and may 1999 and duke has been calling settlements asking for their
money . i will need to set up accounting arrangements for this meter for
these months so please provide me the correct transportation contract and
valid deal # for this transaction .
in addition , the sarco lateral , meter 5192 has its gas allocated to strangers
gas for may and july 1999 and duke has been calling settlements asking for
their money . i will need to set up accounting arrangements for this meter
for these months so please provide me the correct transportation contract and
valid deal # for this transaction .
i would like to get this done asap since the customer is calling settlements
and we start close next week .
thanks ,
fred",0
"enron / hpl actuals for november 8 , 2000",teco tap 40 . 000 / enron ; 53 . 125 / hpl iferc,0
txu gas distribution deal # 646679,"please confirm the pricing for txu gas deal # 646679 for march 8 , 2001 . we are currently showing the katy hub gas daily midpoint for that day , but txu shows the waha hub gas daily midpoint .
please let me know if you have any questions .
thanks ,
rebecca",0
on call notes for weekend dated ; august 12 th thru 13 th,attached are the notes from this weekend .,0
gas management agreement,"attached is the red lined draft of the gas management agreement with the
changes we discussed . please review and give me your comments . if you can
supply any of the needed notice info in section 8 please let me know - - -",0
new contact for devon,"please note that i will be leaving enron as of march 23 , 2001 . please send future e - mails regarding
devon changes to kathy kelly and clarissa garcia , as well as the schedulers that you are already sending
changes too . they will coordinate all future devon inquiries and changes .
if there are questions before then , please call me at 713 - 853 - 6357
thanks ,
beverly beaty",0
opm survey,"as communicated to you in an email dated september 19 , 2000 , we have
developed an easier and more efficient method of handling the operations
pricing model hours survey using microsoft access . the new & improved survey
is ready for your input for the month of september .
what to do :
1 ) attached is a reference document that lets you know the purpose of the
opm hours survey , prerequisites to using the tool , helpful hints and contact
information . please open and read .
2 ) click on the attached link to access the opm survey . please select "" ok ""
at the warning message that appears and continue on to the database . if you
have any questions / comments , please contact suzanne nicholie at ext . 5 - 7341 .
the opm team is available to support you while using this new tool . during
the next couple of days , one of the opm team members will be contacting each
of you to see if you need help or have any questions .
we are asking for a quick turn around of the completion of the survey and
although it is month end , quarter end and the planning process is near
completion , please complete the opm survey using the database by end of day ,
friday , october 6 .
thanks ,
james scribner",0
megan jones,"steve / daren ,
i interviewed this candidate and really liked her . she has previous
allocations and settlements experience , but really wants to do financial
accounting . as you will see on her resume , she is doing internal auditing at
foleys . she was honest with me that she did not necessarily want to do
allocations again and that she really enjoyed working with the schedulers and
traders , although she doesn ' t necessarily want to schedule or trade . she
mentioned risk specifically . i think she would be an asset to enron . please
use at your discretion . thanks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by rita wynne / hou / ect on 05 / 31 / 2000 11 : 09 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : lisa csikos 05 / 22 / 2000 03 : 09 pm
to : rita wynne / hou / ect @ ect
cc :
subject : megan jones
any interest in this candidate ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by lisa csikos / hou / ect on 05 / 22 / 2000 03 : 09
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" sharon douglas "" on 05 / 22 / 2000 01 : 13 : 09 pm
to : "" lisa csikos ""
cc : "" tony vasut "" , "" toni graham ""
subject : megan jones
good afternoon everyone ,
i would like to present megan jones for consideration of the sr . specialist
position ( job 103143 )
as for your essential requirements , she meets and exceeds them all .
accounting degree from ut , very detailed , knowledge of the gas industry ,
excellent communication skills , and over 2 years of experience .
regarding essential functions , she could perform them right away . her
resume shows detail of experience .
megan left coral energy to get into a department at sonat which would
provide her more of a challenge . she was truly being utilized as a
"" bean - counter "" and wanted more interaction with others . she went to work at
sonat which she says is the best job she ever had . she enjoyed the company ,
people , everything . . . as you know , sonat was bought by el paso which ended
her position along with others in her department .
she honestly took her current position in haste , but also thought it would
give her the experience of using her accounting skills , but having more
interaction with others in an audit capacity . this has not been the case .
she misses the industry , and learns quickly , very social and has no problem
interacting with people at all levels .
let me know your thoughts and any questions you may have .
best regards ,
sharon
sharon douglas , accounting / finance recruiter
713 - 952 - 6655 office
713 - 952 - 0972 fax
713 - 712 - 5588 pager
sdouglas @ resourcestaffing . com
- megan jones . doc",0
fw : equistar noms,"here are the deals # ' s the equistar meter volumes are on .
if something looks wrong - let me know . julie
equistar
d 1373 channel 10 greater of 4 . 07 or 1 - . 20 deal # 604159
d 1373 channel 5 greater of 3 . 30 or 1 - . 20 deal # 448443
d 1373 channel 2 greater of 2 . 20 or 1 - . 05 deal # 240061
d 8024 bayport polymers 3 greater of 2 . 20 or 1 - . 05 deal # 240061
d 1399 matagorda polymars 4 greater of 2 . 20 or 1 - . 05 deal # 240061
d 1552 qel @ laporte 5 greater of 2 . 68 or 1 - . 10 deal # 452598
d 1552 qel @ laporte 5 greater of 3 . 30 or 1 - . 20 deal # 448443
d 1062 port arthur 1 greater of 2 . 20 or 1 - . 05 deal # 240061
d 1384 chocolate bayou 10 greater of 2 . 23 or 1 - . 05 deal # 157572
subtotal 45
third party
1373
phllips 3 deal # 762340
sempra 15 deal # 755750
n . e . t . 10 deal # 157572
1552
morgan and stanley 5
sub total 33
grand total 78",0
re : panenergy 9 / 00,"it worked . thanks .
daren j farmer @ ect
02 / 15 / 2001 02 : 08 pm
to : megan parker / corp / enron @ enron
cc :
subject : re : panenergy 9 / 00
i changed the demand to a negative value . i don ' t know if this will work or
not . if it does not work , i can put the demand on the sale ticket .
d
enron north america corp .
from : megan parker @ enron 02 / 15 / 2001 01 : 55 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : panenergy 9 / 00
can you make it negative ? we need to reduce our payment .
daren j farmer @ ect
02 / 15 / 2001 01 : 40 pm
to : megan parker / corp / enron @ enron
cc :
subject : re : panenergy 9 / 00
done .
enron north america corp .
from : megan parker @ enron 02 / 15 / 2001 01 : 09 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : panenergy 9 / 00
i finally heard back from duke regarding sept 2000 . they agree with our
spreadsheet , so i need a demand fee to adjust the price in sitara .
deal 157288 - demand fee of ( $ 8 , 745 . 69 )
thanks ,
megan",0
lone star points,"daren , there were several points on your list that were previously created
and the remainder have been created , with the exception explained below .
donna and i researched your list and identified the ones that were on system
( which she would create ) and the ones that were off system ( which i would
create ) .
standard pooling stations and west texas ( line x ) pooling stations had no
meters , so they are not set up .
the hunt fairway plant ( 17 - 8477 - 01 ) was previously created as ( 178477 ) , i
need to know if the ( 01 ) needs to be added .
we need to verify hpl - texoma ( 17 - 0973 - 13 ) , it is set up as ( 17097613 ) . is
this the same point ? ? ?
please let donna and myself know how to proceed with the ones in red .
thanks ,
faye",0
re : equistar,"fyi . . . only ! this activity has been rescheduled and reallocated .
from : lee l papayoti on 01 / 27 / 2000 11 : 17 am
to : robert e lloyd / hou / ect @ ect
cc : stella l morris / hou / ect @ ect , daren j farmer / hou / ect @ ect , kenneth
seaman / hou / ect @ ect
subject : equistar
equistar has requested a scheduling / nomination change retroactive to january
1 .
at the start of the month , janice nominated a small volume to meter # 1165
( or maybe it was to # 1266 ) , dupont victoria .
equistar wants that volume to go to meter # 1552 instead , for the whole month
of jan .
any questions - call me at 3 . 5923
thanks
lee",0
neon discussion november 29,"here are some ideas for this coming wednesday . ? remember that the following
week is our last neon of this semester , and it ' s your call as to what you
want to do with your group to end the semester ( i . e . a party , dinner , etc . ) ?
?
hope you ' ve had plenty of turkey !
?
bobby
- neon christmas . doc",0
good answer,""" . . . if my people , who are called by my name , will humble themselves and
pray and seek my face and turn from their wicked ways , then will i hear
from heaven and will forgive their sin and will heal their land . "" - 2
chronicles 7 : 14
bryant gumbel recently interviewed billy graham ' s daughter .
gumbel : "" why didn ' t god stop this or do something about this ? ""
billy graham ' s daughter : "" for years we have told god we didn ' t want
him in our schools . we didn ' t want him in our government and we
didn ' t want him in our finances and god was being a perfect gentleman in
doing just what we asked him to do . we need to make up our mind - do
we want god or do we not want him . we cannot just ask him in when
disaster strikes . ""
bryant gumbel was silent .
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
bob burgess
talon consulting , inc .
713 - 394 - 2259
= = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ? easy unsubscribe click here : http : / / topica . com / u / ? a 84 vnf . a 9 ivhm ? or send an email to : brcc . yf - unsubscribe @ topica . com ? this email was sent to : dfarmer @ enron . com ? ? t o p i c a - - register now to manage your mail ! ? http : / / www . topica . com / partner / tago 2 / register ? = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",0
customer trip,"the july customer trip is right around the corner . i ' m sure you will be
hearing more questions from your customers as the day arrives . just in case ,
here are a few helpful hints .
i am currently ( today ) in the process of putting together a to bring list for
you customers . just a helpful list of clothing items , sun skin care
suggestions , etc . list that they may want to pack . an agenda will be coming
shortly after that . as you all know each of your customers are responsible
for getting themselves to florida . if for some reason you have a . . . . .
. high maintenance customer who is really pushing the issue of us helping
them find a flight we will help target some flights they can take . they will
still be responsible for the fare . please don ' t freely offer this
suggestion only use it as an emergency .
i do have the list of each of your customers who have rsvp ' d . if you have any
customers who you are afraid may back out please let me know who they are so
that i can make a "" glad you ' re coming do you have any questions ? "" phone call
a few days before departure to ensure they are still coming .
if you have any other questions or concerns , let me know .
yvette
x 3 . 5953",0
succession plan,"it is my great pleasure to announce that the board has accepted my
recommendation to appoint jeff skilling as chief executive officer , effective
at the time of their next board meeting on february 12 , 2001 . jeff will also
retain his duties as president and chief operating officer . i will continue
as chairman of the board and will remain at enron , working with jeff on the
strategic direction of the company and our day - to - day global operations .
jeff will assume the role at a time when the company is hitting on all
cylinders and is positioned for phenomenal growth . he is clearly ready for
the job , and after 15 years as ceo of this great company , i  , m ready for a
somewhat different role .
our succession plan has been clear for some time . this has afforded jeff and
me the freedom to combine our strengths toward building a company that
continues to exceed everyone  , s expectations , including our own . we look
forward to furthering that relationship as jeff expands his role .
there are no plans for any other changes in our management team nor broad
shifts in strategy and direction .
please join me in congratulating jeff . i look forward to a great 2001 .",0
oasis on - line,"daren - - -
oasis will be doing away with the temporary passwords for their on - line nom they are
encourageing everyone to get on board . let me know what you want to do . i
have attached the agreement , and info on the nom / confirm cycles . i have been
using it this week and it is pretty user friendly . the reporting
capabilities are still being developed , but i am told it should be ready
soon . take a look for yourself @ www . oasispipeline . com . . . . . . . . . . logon :
north . . . . . password : enron . . . . . . . . currently , no intradays are allowed
online ( only by fax / email ) because they want to approve same days , but they
are looking at allowing them in the future .
- - mark",0
hpl meter # 989824 decker laureles farm c / p,"daren :
on 1 / 25 / 2000 the above meter has recorded flow of 18 mmbtus into hpl ' s
pipeline . currently , the volume is booked to hpl strangers gas contract .
logistics needs approval to write - off this volume to unaccounted for gas .
( please print , sign , and return original to clem cernosek ) .
approval to write - off the volumes to unaccounted for gas loss
the above meter was a new meter effective 1 / 1 / 2000 , and therefore , the volume
flowing into hpl was probably caused by putting the meter in service .
thanks , clem",0
"change name on pipeline , contract no . teco 9121 , global contract no .","96016601
- - - - - - - - - - - - - - - - - - - - - - forwarded by stacey neuweiler / hou / ect on 03 / 24 / 2000
11 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marlene hilliard
03 / 24 / 2000 11 : 04 am
to : stacey neuweiler / hou / ect @ ect , rita wynne / hou / ect @ ect , sylvia a
campos / hou / ect @ ect , julie meyers / hou / ect @ ect
cc :
subject : change name on pipeline , contract no . teco 9121 , global contract no .
96016601
please be advised that contract no . teco 9121 shows in the global contract
system as pg & e texas pipeline , l . p . , however , the pipeline name should be
pg & e gas transmission teco , inc . . apparently , the pipeline name was entered
into the global system incorrectly . i have confirmed this with charles berner
in the contracts administration section and kim watson , both with pg & e gas
transmission teco , inc . . the contract name should be pg & e gas transmission
teco , inc .
i would like to change the pipeline to reflect the correct pipeline name
effective april 1 , 2000 . thus it will not affect the previous noms for this
contract .
all please respond to let me know if this will cause problems with
replication or anything else with the system .
julie and stacey , deal no . 47434 is attached to this contract you may need
to change this in your system .
marlene hilliard",0
"hpl nom for march 22 , 2001","( see attached file : hplno 322 . xls )
- hplno 322 . xls",0
wellhead adjustments,"the attached spreadsheet represents adjustments to nominations on wellhead meters . the adjustments were made effective 4 / 18 / 01 .
bob",0
"kn changes upstream on the 60 k to 92155 for the 5 , 000 and we bring","in 3 , 000 for champians also kn 92155 on the 201 . . . . no other changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 14 / 2000
11 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 03 / 14 / 2000 10 : 57 : 07 am
to : ami _ chokshi @ enron . com , ggrant @ enron . com
cc :
subject : kn changes upstream on the 60 k to 92155 for the 5 , 000 and we bring
in 3 , 000 for champians also kn 92155 on the 201 . . . . no other changes
( see attached file : egmnom - mar . xls )
- egmnom - mar . xls",0
meoh plant status,"the methanol plant is still on target to begin making spec methanol on
friday , july 28 . the plant may start taking some natural gas late tuesday ,
july 25 .
because of dredging at the oxy dock , no barges can be loaded july 31 to
august 3 .",0
